,Location,Total_2007,MultiFamily(2)_2007,MultiFamily(3to4)_2007,MultiFamily(5)_2007,MultiFamily(all)_2007,SingleFamily_2007,Total_2008,MultiFamily(2)_2008,MultiFamily(3to4)_2008,MultiFamily(5)_2008,MultiFamily(all)_2008,SingleFamily_2008,Total_2009,MultiFamily(2)_2009,MultiFamily(3to4)_2009,MultiFamily(5)_2009,MultiFamily(all)_2009,SingleFamily_2009,Total_2010,MultiFamily(2)_2010,MultiFamily(3to4)_2010,MultiFamily(5)_2010,MultiFamily(all)_2010,SingleFamily_2010,Total_2011,MultiFamily(2)_2011,MultiFamily(3to4)_2011,MultiFamily(5)_2011,MultiFamily(all)_2011,SingleFamily_2011,Total_2012,MultiFamily(2)_2012,MultiFamily(3to4)_2012,MultiFamily(5)_2012,MultiFamily(all)_2012,SingleFamily_2012,Total_2013,MultiFamily(2)_2013,MultiFamily(3to4)_2013,MultiFamily(5)_2013,MultiFamily(all)_2013,SingleFamily_2013
283,Merced County Unincorporated Area,284.0,6.0,0.0,0.0,6.0,278.0,62.0,0.0,0.0,0.0,0.0,62.0,59.0,0.0,0.0,0.0,0.0,59.0,46.0,0.0,0.0,0.0,0.0,46.0,84.0,0.0,0.0,0.0,0.0,84.0,66.0,0.0,0.0,0.0,0.0,66.0,69.0,0.0,0.0,0.0,0.0,69.0
284,Mill Valley,17.0,0.0,0.0,0.0,0.0,17.0,37.0,0.0,0.0,9.0,9.0,28.0,10.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,17.0,21.0,0.0,0.0,0.0,0.0,21.0,17.0,0.0,0.0,0.0,0.0,17.0,22.0,0.0,0.0,0.0,0.0,22.0
285,Millbrae,6.0,0.0,0.0,0.0,0.0,6.0,146.0,0.0,0.0,146.0,146.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Milpitas,174.0,0.0,0.0,95.0,95.0,79.0,14.0,0.0,0.0,9.0,9.0,5.0,129.0,0.0,0.0,72.0,72.0,57.0,62.0,0.0,0.0,56.0,56.0,6.0,373.0,0.0,0.0,366.0,366.0,7.0,131.0,0.0,7.0,59.0,66.0,65.0,842.0,0.0,42.0,588.0,630.0,212.0
287,Mission Viejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,42.0,386.0,0.0,0.0,320.0,320.0,66.0,291.0,0.0,0.0,255.0,255.0,36.0
288,Modesto,555.0,20.0,0.0,250.0,270.0,285.0,113.0,0.0,0.0,0.0,0.0,113.0,18.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,13.0,20.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,29.0,29.0,11.0
289,Modoc County Unincorporated Area,18.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,8.0
290,Mono County Unincorporated Area,42.0,0.0,0.0,0.0,0.0,42.0,21.0,0.0,0.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,14.0
291,Monrovia,123.0,0.0,0.0,68.0,68.0,55.0,18.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,26.0,2.0,0.0,0.0,2.0,24.0
292,Montague,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Montclair,143.0,0.0,0.0,85.0,85.0,58.0,1.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,26.0,75.0,0.0,0.0,50.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,112.0,112.0,0.0,50.0,0.0,0.0,32.0,32.0,18.0
294,Monte Sereno,14.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,10.0
295,Montebello,11.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,59.0,0.0,0.0,23.0,23.0,36.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
296,Monterey,7.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,3.0,0.0,3.0,7.0,17.0,0.0,0.0,14.0,14.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,5.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
297,Monterey County Unincorporated Area,367.0,0.0,0.0,48.0,48.0,319.0,184.0,4.0,3.0,0.0,7.0,177.0,55.0,0.0,0.0,0.0,0.0,55.0,122.0,0.0,0.0,58.0,58.0,64.0,100.0,0.0,3.0,0.0,3.0,97.0,182.0,4.0,38.0,86.0,128.0,54.0,146.0,2.0,3.0,0.0,5.0,141.0
298,Monterey Park,56.0,0.0,0.0,0.0,0.0,56.0,227.0,0.0,0.0,215.0,215.0,12.0,3.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,11.0
299,Moorpark,92.0,0.0,0.0,0.0,0.0,92.0,85.0,0.0,21.0,0.0,21.0,64.0,78.0,0.0,30.0,0.0,30.0,48.0,40.0,0.0,0.0,0.0,0.0,40.0,14.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,11.0,89.0,0.0,0.0,0.0,0.0,89.0
300,Moreno Valley,824.0,0.0,0.0,432.0,432.0,392.0,192.0,12.0,0.0,48.0,60.0,132.0,114.0,0.0,0.0,0.0,0.0,114.0,161.0,0.0,0.0,70.0,70.0,91.0,23.0,0.0,0.0,0.0,0.0,23.0,169.0,0.0,52.0,105.0,157.0,12.0,133.0,0.0,0.0,0.0,0.0,133.0
301,Morgan Hill,147.0,0.0,0.0,0.0,0.0,147.0,57.0,0.0,0.0,0.0,0.0,57.0,24.0,0.0,0.0,0.0,0.0,24.0,157.0,0.0,0.0,49.0,49.0,108.0,97.0,0.0,0.0,0.0,0.0,97.0,431.0,0.0,0.0,177.0,177.0,254.0,336.0,0.0,0.0,39.0,39.0,297.0
302,Morro Bay,46.0,0.0,0.0,0.0,0.0,46.0,12.0,4.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,18.0
303,Mount Shasta,10.0,4.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,9.0,9.0,1.0
304,Mountain View,371.0,0.0,0.0,104.0,104.0,267.0,205.0,0.0,0.0,104.0,104.0,101.0,158.0,0.0,0.0,68.0,68.0,90.0,134.0,0.0,4.0,64.0,68.0,66.0,323.0,0.0,4.0,256.0,260.0,63.0,436.0,0.0,14.0,336.0,350.0,86.0,540.0,2.0,11.0,417.0,430.0,110.0
305,Murrieta,183.0,0.0,90.0,0.0,90.0,93.0,24.0,0.0,9.0,0.0,9.0,15.0,66.0,0.0,24.0,0.0,24.0,42.0,64.0,0.0,24.0,0.0,24.0,40.0,107.0,0.0,0.0,40.0,40.0,67.0,35.0,0.0,0.0,0.0,0.0,35.0,13.0,0.0,0.0,0.0,0.0,13.0
306,Napa,187.0,2.0,0.0,56.0,58.0,129.0,79.0,4.0,0.0,0.0,4.0,75.0,21.0,4.0,0.0,0.0,4.0,17.0,46.0,0.0,0.0,0.0,0.0,46.0,84.0,2.0,0.0,24.0,26.0,58.0,45.0,8.0,0.0,0.0,8.0,37.0,186.0,14.0,0.0,134.0,148.0,38.0
307,Napa County Unincorporated Area,80.0,0.0,0.0,0.0,0.0,80.0,52.0,0.0,0.0,0.0,0.0,52.0,36.0,2.0,0.0,0.0,2.0,34.0,25.0,0.0,0.0,0.0,0.0,25.0,39.0,0.0,0.0,0.0,0.0,39.0,38.0,0.0,0.0,0.0,0.0,38.0,19.0,0.0,0.0,0.0,0.0,19.0
308,National City,76.0,0.0,0.0,5.0,5.0,71.0,462.0,2.0,4.0,427.0,433.0,29.0,10.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,39.0,2.0,0.0,26.0,28.0,11.0
309,Needles,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0
310,Nevada County Unincorporated Area,242.0,0.0,0.0,0.0,0.0,242.0,132.0,0.0,0.0,0.0,0.0,132.0,70.0,0.0,0.0,0.0,0.0,70.0,66.0,0.0,0.0,0.0,0.0,66.0,48.0,0.0,0.0,0.0,0.0,48.0,40.0,0.0,0.0,0.0,0.0,40.0,92.0,0.0,0.0,0.0,0.0,92.0
311,Newark,6.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Newman,113.0,0.0,0.0,0.0,0.0,113.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,74.0,0.0,0.0,68.0,68.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
313,Newport Beach,148.0,46.0,0.0,0.0,46.0,102.0,128.0,38.0,0.0,0.0,38.0,90.0,74.0,12.0,0.0,0.0,12.0,62.0,74.0,16.0,0.0,0.0,16.0,58.0,78.0,14.0,0.0,0.0,14.0,64.0,128.0,30.0,16.0,7.0,53.0,75.0,118.0,32.0,3.0,0.0,35.0,83.0
314,Norco,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
315,Norwalk,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,7.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,9.0
316,Novato,311.0,2.0,3.0,147.0,152.0,159.0,194.0,2.0,0.0,113.0,115.0,79.0,93.0,0.0,0.0,36.0,36.0,57.0,124.0,0.0,0.0,65.0,65.0,59.0,135.0,0.0,0.0,83.0,83.0,52.0,193.0,0.0,0.0,118.0,118.0,75.0,241.0,0.0,0.0,150.0,150.0,91.0
317,Oakdale,213.0,2.0,0.0,0.0,2.0,211.0,65.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,100.0,23.0,0.0,0.0,0.0,0.0,23.0,65.0,0.0,0.0,51.0,51.0,14.0,51.0,0.0,0.0,0.0,0.0,51.0,55.0,0.0,0.0,0.0,0.0,55.0
318,Oakland,981.0,0.0,25.0,691.0,716.0,265.0,628.0,2.0,4.0,495.0,501.0,127.0,281.0,2.0,7.0,167.0,176.0,105.0,524.0,10.0,8.0,362.0,380.0,144.0,290.0,0.0,0.0,249.0,249.0,41.0,275.0,2.0,0.0,219.0,221.0,54.0,509.0,2.0,0.0,455.0,457.0,52.0
319,Oakley,539.0,0.0,0.0,262.0,262.0,277.0,217.0,0.0,0.0,54.0,54.0,163.0,210.0,0.0,0.0,0.0,0.0,210.0,210.0,0.0,0.0,44.0,44.0,166.0,77.0,0.0,0.0,0.0,0.0,77.0,194.0,0.0,0.0,44.0,44.0,150.0,195.0,0.0,0.0,0.0,0.0,195.0
320,Oceanside,209.0,0.0,12.0,48.0,60.0,149.0,84.0,2.0,10.0,20.0,32.0,52.0,210.0,2.0,27.0,130.0,159.0,51.0,175.0,4.0,9.0,80.0,93.0,82.0,134.0,12.0,16.0,0.0,28.0,106.0,116.0,0.0,16.0,8.0,24.0,92.0,127.0,0.0,8.0,0.0,8.0,119.0
321,Ojai,8.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,7.0
322,Ontario,630.0,12.0,59.0,252.0,323.0,307.0,83.0,0.0,0.0,75.0,75.0,8.0,150.0,0.0,3.0,112.0,115.0,35.0,50.0,0.0,0.0,20.0,20.0,30.0,52.0,0.0,0.0,16.0,16.0,36.0,37.0,0.0,0.0,0.0,0.0,37.0,171.0,0.0,0.0,0.0,0.0,171.0
323,Orange,826.0,0.0,12.0,552.0,564.0,262.0,99.0,0.0,0.0,0.0,0.0,99.0,129.0,0.0,0.0,0.0,0.0,129.0,94.0,2.0,0.0,57.0,59.0,35.0,68.0,0.0,0.0,63.0,63.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
324,Orange County Unincorporated Area,392.0,4.0,0.0,173.0,177.0,215.0,138.0,2.0,16.0,0.0,18.0,120.0,77.0,2.0,0.0,0.0,2.0,75.0,167.0,4.0,6.0,94.0,104.0,63.0,248.0,2.0,0.0,46.0,48.0,200.0,210.0,0.0,8.0,0.0,8.0,202.0,992.0,28.0,67.0,207.0,302.0,690.0
325,Orange Cove,62.0,0.0,0.0,8.0,8.0,54.0,16.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,14.0,109.0,2.0,0.0,0.0,2.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Orland,39.0,0.0,0.0,0.0,0.0,39.0,25.0,0.0,0.0,0.0,0.0,25.0,83.0,0.0,0.0,72.0,72.0,11.0,35.0,0.0,0.0,0.0,0.0,35.0,14.0,0.0,0.0,0.0,0.0,14.0,33.0,0.0,0.0,0.0,0.0,33.0,23.0,0.0,0.0,0.0,0.0,23.0
327,Oroville,104.0,2.0,0.0,72.0,74.0,30.0,37.0,2.0,0.0,0.0,2.0,35.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,57.0,0.0,0.0,56.0,56.0,1.0,56.0,0.0,0.0,50.0,50.0,6.0
328,Oxnard,509.0,2.0,23.0,279.0,304.0,205.0,393.0,0.0,33.0,286.0,319.0,74.0,157.0,0.0,20.0,78.0,98.0,59.0,180.0,0.0,9.0,110.0,119.0,61.0,214.0,0.0,9.0,149.0,158.0,56.0,300.0,0.0,15.0,208.0,223.0,77.0,370.0,0.0,15.0,261.0,276.0,94.0
329,Pacific Grove,6.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,3.0,0.0,3.0,18.0,12.0,2.0,3.0,0.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
330,Pacifica,101.0,0.0,0.0,0.0,0.0,101.0,14.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,2.0,4.0
331,Palm Desert,294.0,0.0,0.0,70.0,70.0,224.0,537.0,4.0,0.0,467.0,471.0,66.0,77.0,0.0,0.0,44.0,44.0,33.0,96.0,0.0,0.0,22.0,22.0,74.0,108.0,0.0,0.0,22.0,22.0,86.0,172.0,0.0,0.0,72.0,72.0,100.0,201.0,0.0,0.0,64.0,64.0,137.0
332,Palm Springs,229.0,0.0,11.0,0.0,11.0,218.0,65.0,0.0,4.0,0.0,4.0,61.0,111.0,0.0,0.0,52.0,52.0,59.0,25.0,0.0,0.0,0.0,0.0,25.0,111.0,0.0,0.0,6.0,6.0,105.0,99.0,0.0,0.0,0.0,0.0,99.0,161.0,0.0,0.0,9.0,9.0,152.0
333,Palmdale,1035.0,6.0,0.0,190.0,196.0,839.0,532.0,0.0,0.0,158.0,158.0,374.0,261.0,0.0,0.0,0.0,0.0,261.0,149.0,0.0,0.0,0.0,0.0,149.0,107.0,0.0,0.0,0.0,0.0,107.0,380.0,0.0,0.0,324.0,324.0,56.0,51.0,0.0,0.0,0.0,0.0,51.0
334,Palo Alto,486.0,2.0,12.0,277.0,291.0,195.0,227.0,0.0,3.0,122.0,125.0,102.0,55.0,0.0,0.0,0.0,0.0,55.0,181.0,0.0,0.0,35.0,35.0,146.0,136.0,0.0,4.0,50.0,54.0,82.0,107.0,18.0,0.0,0.0,18.0,89.0,124.0,4.0,6.0,8.0,18.0,106.0
335,Palos Verdes Estates,19.0,0.0,3.0,0.0,3.0,16.0,11.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,10.0
336,Paradise Town,47.0,0.0,0.0,0.0,0.0,47.0,27.0,0.0,0.0,0.0,0.0,27.0,9.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,5.0,44.0,0.0,0.0,0.0,0.0,44.0,42.0,0.0,4.0,20.0,24.0,18.0,11.0,0.0,0.0,0.0,0.0,11.0
337,Paramount,9.0,4.0,0.0,0.0,4.0,5.0,10.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,19.0,0.0,0.0,0.0,0.0,19.0,36.0,0.0,0.0,35.0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
338,Parlier,33.0,0.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,0.0,18.0,15.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,20.0,24.0,0.0,0.0,0.0,0.0,24.0
339,Pasadena,303.0,6.0,4.0,160.0,170.0,133.0,549.0,2.0,0.0,508.0,510.0,39.0,24.0,0.0,4.0,0.0,4.0,20.0,56.0,4.0,0.0,0.0,4.0,52.0,25.0,4.0,0.0,0.0,4.0,21.0,398.0,2.0,4.0,370.0,376.0,22.0,100.0,2.0,4.0,50.0,56.0,44.0
340,Paso Robles,45.0,2.0,0.0,0.0,2.0,43.0,24.0,0.0,0.0,6.0,6.0,18.0,34.0,2.0,0.0,0.0,2.0,32.0,95.0,0.0,0.0,81.0,81.0,14.0,42.0,0.0,0.0,0.0,0.0,42.0,44.0,2.0,0.0,0.0,2.0,42.0,128.0,0.0,0.0,80.0,80.0,48.0
341,Patterson,33.0,0.0,0.0,0.0,0.0,33.0,12.0,0.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,23.0,44.0,0.0,0.0,0.0,0.0,44.0
342,Perris,695.0,0.0,0.0,96.0,96.0,599.0,107.0,0.0,0.0,0.0,0.0,107.0,147.0,0.0,0.0,0.0,0.0,147.0,207.0,0.0,0.0,0.0,0.0,207.0,63.0,0.0,0.0,0.0,0.0,63.0,144.0,0.0,0.0,84.0,84.0,60.0,195.0,0.0,0.0,75.0,75.0,120.0
343,Petaluma,126.0,0.0,0.0,14.0,14.0,112.0,13.0,0.0,0.0,0.0,0.0,13.0,30.0,0.0,0.0,0.0,0.0,30.0,7.0,0.0,0.0,0.0,0.0,7.0,155.0,0.0,0.0,68.0,68.0,87.0,103.0,0.0,0.0,50.0,50.0,53.0,65.0,0.0,0.0,0.0,0.0,65.0
344,Pico Rivera,54.0,2.0,4.0,0.0,6.0,48.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0
345,Piedmont,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,Pinole,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,Pismo Beach,47.0,0.0,0.0,9.0,9.0,38.0,17.0,0.0,3.0,0.0,3.0,14.0,20.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,12.0,21.0,2.0,12.0,0.0,14.0,7.0,14.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,5.0,5.0,13.0
348,Pittsburg,559.0,0.0,0.0,330.0,330.0,229.0,175.0,2.0,3.0,128.0,133.0,42.0,154.0,0.0,0.0,0.0,0.0,154.0,178.0,0.0,0.0,111.0,111.0,67.0,130.0,0.0,0.0,0.0,0.0,130.0,162.0,0.0,0.0,0.0,0.0,162.0,229.0,0.0,0.0,0.0,0.0,229.0
349,Placentia,45.0,2.0,3.0,15.0,20.0,25.0,34.0,2.0,3.0,15.0,20.0,14.0,15.0,0.0,3.0,0.0,3.0,12.0,23.0,0.0,9.0,0.0,9.0,14.0,20.0,0.0,9.0,0.0,9.0,11.0,27.0,0.0,12.0,0.0,12.0,15.0,30.0,0.0,12.0,0.0,12.0,18.0
350,Placer County Unincorporated Area,558.0,54.0,0.0,34.0,88.0,470.0,311.0,2.0,0.0,0.0,2.0,309.0,194.0,0.0,0.0,0.0,0.0,194.0,276.0,0.0,0.0,63.0,63.0,213.0,212.0,0.0,0.0,0.0,0.0,212.0,227.0,0.0,4.0,0.0,4.0,223.0,338.0,0.0,0.0,0.0,0.0,338.0
351,Placerville,70.0,0.0,0.0,0.0,0.0,70.0,8.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0,0.0,39.0,39.0,4.0,7.0,0.0,0.0,0.0,0.0,7.0
352,Pleasant Hill,6.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0
353,Pleasanton,52.0,0.0,0.0,5.0,5.0,47.0,35.0,0.0,3.0,0.0,3.0,32.0,14.0,0.0,0.0,0.0,0.0,14.0,42.0,0.0,0.0,0.0,0.0,42.0,41.0,0.0,0.0,0.0,0.0,41.0,382.0,82.0,0.0,211.0,293.0,89.0,907.0,82.0,0.0,645.0,727.0,180.0
354,Plumas County Unincorporated Area,148.0,0.0,0.0,0.0,0.0,148.0,63.0,0.0,0.0,0.0,0.0,63.0,33.0,0.0,0.0,0.0,0.0,33.0,35.0,0.0,0.0,0.0,0.0,35.0,42.0,0.0,0.0,0.0,0.0,42.0,23.0,0.0,0.0,0.0,0.0,23.0,27.0,0.0,0.0,0.0,0.0,27.0
355,Plymouth,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,Pomona,345.0,6.0,32.0,124.0,162.0,183.0,98.0,0.0,0.0,69.0,69.0,29.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,95.0,0.0,0.0,0.0,0.0,95.0,300.0,0.0,0.0,296.0,296.0,4.0
357,Port Hueneme,13.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,10.0,10.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,68.0,0.0,20.0,25.0,45.0,23.0
358,Porterville,229.0,12.0,13.0,28.0,53.0,176.0,98.0,0.0,0.0,0.0,0.0,98.0,122.0,0.0,3.0,0.0,3.0,119.0,127.0,0.0,0.0,70.0,70.0,57.0,50.0,0.0,0.0,0.0,0.0,50.0,32.0,0.0,0.0,0.0,0.0,32.0,36.0,0.0,0.0,0.0,0.0,36.0
